child,parent
us-gaap:DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanExpectedFutureEmployerContributionsNextFiscalYear,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanExpectedFutureEmployerContributionsRemainderOfFiscalYear,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanExpectedReturnOnPlanAssets,us-gaap:Assets
us-gaap:DefinedBenefitPlanExpectedReturnOnPlanAssets,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanFairValueOfPlanAssets,us-gaap:Assets
us-gaap:DefinedBenefitPlanFairValueOfPlanAssets,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanFundedStatusOfPlan,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanFutureAmortizationOfGainLoss,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanHealthCareCostTrendRateAssumedNextFiscalYear,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanInterestCost,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanNetPeriodicBenefitCost,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets,us-gaap:Assets
us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation,us-gaap:Assets
us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,us-gaap:Assets
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,us-gaap:Assets
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,us-gaap:Assets
us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPlanAmendments,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,us-gaap:Assets
us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,us-gaap:Assets
us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanServiceCost,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanSpecialTerminationBenefits,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,us-gaap:Assets
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,us-gaap:Assets
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,us-gaap:Assets
us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanUltimateHealthCareCostTrendRate,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanUltimateHealthCareCostTrendRate1,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlanWeightedAverageAssetAllocations,us-gaap:Assets
us-gaap:DefinedBenefitPlanWeightedAverageAssetAllocations,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,us-gaap:EmployeeBenefitPlans
us-gaap:DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,us-gaap:EmployeeBenefitPlans
us-gaap:DepositsAssetsNoncurrent,us-gaap:Assets
us-gaap:DerivativeAssetAfterOffsetSubjectToMasterNettingArrangement,us-gaap:Assets
us-gaap:DerivativeAssetCollateralObligationToReturnCashOffset,us-gaap:Assets
us-gaap:DerivativeAssetCollateralObligationToReturnCashOffset,us-gaap:CashAndCashEquivalents
us-gaap:DerivativeAssetDesignatedAsHedgingInstrumentFairValue,us-gaap:Assets
us-gaap:DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,us-gaap:Assets
us-gaap:DerivativeAssetFairValueGrossLiability,us-gaap:Assets
us-gaap:DerivativeAssetFairValueGrossLiability,us-gaap:Liabilities
us-gaap:DerivativeAssetFairValueNet,us-gaap:Assets
us-gaap:DerivativeAssetFairValueOfCollateral,us-gaap:Assets
us-gaap:DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap:Assets
us-gaap:DerivativeAssetNotDesignatedAsHedgingInstrumentFairValue,us-gaap:Assets
us-gaap:DerivativeAssetNotOffsetPolicyElectionDeduction,us-gaap:Assets
us-gaap:DerivativeAssetNotSubjectToMasterNettingArrangement,us-gaap:Assets
us-gaap:DerivativeAssets,us-gaap:Assets
us-gaap:DerivativeAssetsCurrent,us-gaap:Assets
us-gaap:DerivativeAssetsLiabilitiesAtFairValueNet,us-gaap:Assets
us-gaap:DerivativeAssetsLiabilitiesAtFairValueNet,us-gaap:Liabilities
us-gaap:DerivativeAssetsNoncurrent,us-gaap:Assets
us-gaap:DerivativeCashReceivedOnHedge,us-gaap:CashAndCashEquivalents
us-gaap:DerivativeCollateralObligationToReturnCash,us-gaap:CashAndCashEquivalents
us-gaap:DerivativeCollateralRightToReclaimCash,us-gaap:CashAndCashEquivalents
us-gaap:DerivativeCreditRiskValuationAdjustmentDerivativeAssets,us-gaap:Assets
us-gaap:DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,us-gaap:Liabilities
us-gaap:DerivativeFairValueOfDerivativeAsset,us-gaap:Assets
us-gaap:DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,us-gaap:Assets
us-gaap:DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,us-gaap:Assets
us-gaap:DerivativeFairValueOfDerivativeLiability,us-gaap:Liabilities
us-gaap:DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,us-gaap:Liabilities
us-gaap:DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,us-gaap:Liabilities
us-gaap:DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,us-gaap:Liabilities
us-gaap:DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,us-gaap:Assets
us-gaap:DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,us-gaap:Liabilities
us-gaap:DerivativeLiabilities,us-gaap:Liabilities
us-gaap:DerivativeLiabilitiesCurrent,us-gaap:Liabilities
us-gaap:DerivativeLiabilitiesNoncurrent,us-gaap:Liabilities
us-gaap:DerivativeLiabilityAfterOffsetSubjectToMasterNettingArrangement,us-gaap:Liabilities
us-gaap:DerivativeLiabilityCollateralRightToReclaimCashOffset,us-gaap:CashAndCashEquivalents
us-gaap:DerivativeLiabilityCollateralRightToReclaimCashOffset,us-gaap:Liabilities
us-gaap:DerivativeLiabilityDesignatedAsHedgingInstrumentFairValue,us-gaap:Liabilities
us-gaap:DerivativeLiabilityFairValueGrossAsset,us-gaap:Assets
us-gaap:DerivativeLiabilityFairValueGrossAsset,us-gaap:Liabilities
us-gaap:DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,us-gaap:Liabilities
us-gaap:DerivativeLiabilityFairValueNet1,us-gaap:Liabilities
us-gaap:DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap:Liabilities
us-gaap:DerivativeLiabilityNotDesignatedAsHedgingInstrumentFairValue,us-gaap:Liabilities
us-gaap:DerivativeLiabilityNotOffsetPolicyElectionDeduction,us-gaap:Liabilities
us-gaap:DerivativeLiabilityNotSubjectToMasterNettingArrangement,us-gaap:Liabilities
us-gaap:DerivativeLiabilityNotionalAmount,us-gaap:Liabilities
us-gaap:DerivativeNetLiabilityPositionAggregateFairValue,us-gaap:Liabilities
us-gaap:DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,us-gaap:EarningsPerShare
us-gaap:DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,us-gaap:IncomeTaxExpenseBenefit
us-gaap:DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,us-gaap:IncomeTaxExpenseBenefit
us-gaap:DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,us-gaap:NetIncomeLoss
us-gaap:DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,us-gaap:IncomeTaxExpenseBenefit
us-gaap:DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,us-gaap:NetIncomeLoss
us-gaap:DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,us-gaap:NetIncomeLoss
us-gaap:DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,us-gaap:NetIncomeLoss
us-gaap:DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,us-gaap:NetIncomeLoss
us-gaap:DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,us-gaap:NetIncomeLoss
us-gaap:DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,us-gaap:NetIncomeLoss
us-gaap:DisposalGroupIncludingDiscontinuedOperationAccountsPayable,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,us-gaap:AccountsPayableAndAccruedLiabilities
us-gaap:DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,us-gaap:Liabilities
us-gaap:DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,us-gaap:CashAndCashEquivalents
us-gaap:DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,us-gaap:DeferredTaxAssetsNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities,us-gaap:Liabilities
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:DisposalGroupIncludingDiscontinuedOperationGoodwill1,us-gaap:IntangibleAssetsNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,us-gaap:IntangibleAssetsNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,us-gaap:IntangibleAssetsNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationInterestExpense,us-gaap:InterestExpense
us-gaap:DisposalGroupIncludingDiscontinuedOperationInventory,us-gaap:InventoryNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationInventory1,us-gaap:InventoryNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,us-gaap:NetIncomeLoss
us-gaap:DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,us-gaap:OperatingIncomeLoss
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherAssets,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherAssets,us-gaap:OtherNoncurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,us-gaap:Liabilities
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,us-gaap:Assets
us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentLiabilities,us-gaap:Liabilities
us-gaap:DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:DividendsCash,us-gaap:CashAndCashEquivalents
us-gaap:DividendsCommonStockCash,us-gaap:CashAndCashEquivalents
us-gaap:DividendsPayableAmount,us-gaap:OtherCurrentLiabilities
us-gaap:DividendsPayableAmountPerShare,us-gaap:OtherCurrentLiabilities
us-gaap:DividendsPayableCurrent,us-gaap:OtherCurrentLiabilities
us-gaap:DividendsPayableCurrentAndNoncurrent,us-gaap:OtherCurrentLiabilities
us-gaap:DividendsPreferredStockCash,us-gaap:CashAndCashEquivalents
us-gaap:EarningsPerShareBasic,us-gaap:EarningsPerShare
us-gaap:EarningsPerShareBasicAndDiluted,us-gaap:EarningsPerShare
us-gaap:EarningsPerShareDiluted,us-gaap:EarningsPerShare
us-gaap:EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap:CashAndCashEquivalents
us-gaap:EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,us-gaap:CashAndCashEquivalents
us-gaap:EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap:CashAndCashEquivalents
us-gaap:EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap:CashAndCashEquivalents
us-gaap:EffectOfLIFOInventoryLiquidationOnIncome,us-gaap:InventoryNet
us-gaap:EffectiveIncomeTaxRateContinuingOperations,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,us-gaap:Assets
us-gaap:EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,us-gaap:DeferredTaxAssetsNet
us-gaap:EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationDeductions,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationDeductionsOther,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationDispositionOfAssets,us-gaap:Assets
us-gaap:EffectiveIncomeTaxRateReconciliationDispositionOfAssets,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationFdiiAmount,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationFdiiPercent,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationGiltiAmount,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,us-gaap:OtherRevenue
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpense,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,us-gaap:ResearchAndDevelopmentExpense
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationOtherAdjustments,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxContingencies,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxContingenciesDomestic,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCredits,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCreditsForeign,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCreditsOther,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Amount,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Percent,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsPercent,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxExemptIncome,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxSettlements,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EffectiveIncomeTaxRateReconciliationTaxSettlementsDomestic,us-gaap:IncomeTaxExpenseBenefit
us-gaap:EmployeeRelatedLiabilities,us-gaap:Liabilities
us-gaap:EmployeeRelatedLiabilitiesCurrent,us-gaap:Liabilities
us-gaap:EmployeeRelatedLiabilitiesCurrentAndNoncurrent,us-gaap:Liabilities
us-gaap:EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,us-gaap:CashAndCashEquivalents
us-gaap:EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,us-gaap:CashAndCashEquivalents
us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,us-gaap:Assets
us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,us-gaap:Assets
us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInIndividualForeignCountriesAmount,us-gaap:Assets
us-gaap:EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentDividendsOrDistributions,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentOtherThanTemporaryImpairment,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentOwnershipPercentage,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentRealizedGainLossOnDisposal,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,us-gaap:Assets
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,us-gaap:Liabilities
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,us-gaap:NetIncomeLoss
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,us-gaap:Assets
us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,us-gaap:LongTermInvestments
us-gaap:EquityMethodInvestments,us-gaap:LongTermInvestments
us-gaap:FairValueAssetsLevel1ToLevel2TransfersAmount,us-gaap:Assets
us-gaap:FairValueAssetsLevel2ToLevel1TransfersAmount,us-gaap:Assets
us-gaap:FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,us-gaap:Assets
us-gaap:FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,us-gaap:CashAndCashEquivalents
us-gaap:FairValueAssetsMeasuredOnRecurringBasisDerivativeFinancialInstrumentsAssets,us-gaap:Assets
us-gaap:FairValueAssetsMeasuredOnRecurringBasisLoansReceivable,us-gaap:Assets
us-gaap:FairValueAssetsMeasuredOnRecurringBasisServicingRights,us-gaap:Assets
us-gaap:FairValueAssetsMeasuredOnRecurringBasisTradingAccountAssets,us-gaap:Assets
us-gaap:FairValueHedgeLiabilitiesAtFairValue,us-gaap:Liabilities
us-gaap:FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,us-gaap:Assets
us-gaap:FairValueLiabilitiesLevel1ToLevel2TransfersAmount,us-gaap:Liabilities
us-gaap:FairValueLiabilitiesLevel2ToLevel1TransfersAmount,us-gaap:Liabilities
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisBorrowings,us-gaap:Liabilities
us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisDerivativeFinancialInstrumentsLiabilities,us-gaap:Liabilities
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,us-gaap:NetIncomeLoss
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,us-gaap:Assets
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,us-gaap:Liabilities
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,us-gaap:Liabilities
us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,us-gaap:Liabilities
us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,us-gaap:Assets
